PreNro,TdesdeLiquidacion,Flag90,Plazo
4292,0,0,24
4292,1,0,24
4292,2,0,24
4292,3,0,24
4292,4,0,24
4292,5,0,24
4292,6,0,24
4292,7,0,24
4292,8,0,24
4292,9,0,24
4292,10,0,24
4292,11,0,24
4292,12,0,24
4292,13,0,24
4292,14,0,24
4292,15,0,24
4292,16,0,24
4292,17,0,24
4292,18,0,24
4292,19,0,24
4292,20,0,24
4292,21,0,24
4292,22,0,24
4292,23,0,24
4292,24,0,24
4293,0,0,24
4293,1,0,24
4293,2,0,24
4293,3,0,24
4293,4,0,24
4293,5,0,24
4293,6,0,24
4293,7,0,24
4293,8,0,24
4293,9,0,24
4293,10,0,24
4293,11,0,24
4293,12,0,24
4293,13,0,24
4293,14,0,24
4293,15,0,24
4293,16,0,24
4293,17,0,24
4293,18,0,24
4293,19,0,24
4293,20,0,24
4293,21,0,24
4293,22,0,24
4293,23,0,24
4293,24,0,24
4295,0,0,24
4295,1,0,24
4295,2,0,24
4295,3,0,24
4295,4,0,24
4295,5,0,24
4295,6,0,24
4295,7,0,24
4295,8,0,24
4295,9,0,24
4295,10,0,24
4295,11,0,24
4295,12,0,24
4295,13,0,24
4295,14,0,24
4295,15,0,24
4295,16,0,24
4295,17,0,24
4295,18,0,24
4295,19,0,24
4295,20,0,24
4295,21,0,24
4295,22,0,24
4295,23,0,24
4295,24,0,24
4296,0,0,12
4296,1,0,12
4296,2,0,12
4296,3,0,12
4296,4,0,12
4296,5,0,12
4296,6,0,12
4296,7,0,12
4296,8,0,12
4296,9,0,12
4296,10,0,12
4296,11,0,12
4296,12,0,12
4296,13,0,12
4296,14,0,12
4296,15,0,12
4296,16,0,12
4296,17,0,12
4296,18,0,12
4296,19,0,12
4296,20,0,12
4296,21,0,12
4296,22,0,12
4296,23,0,12
4296,24,0,12
4298,0,0,12
4298,1,0,12
4298,2,0,12
4298,3,0,12
4298,4,0,12
4298,5,0,12
4298,6,0,12
4298,7,0,12
4298,8,0,12
4298,9,0,12
4298,10,0,12
4298,11,0,12
4298,12,0,12
4298,13,0,12
4298,14,0,12
4298,15,0,12
4298,16,0,12
4298,17,0,12
4298,18,0,12
4298,19,0,12
4298,20,0,12
4298,21,0,12
4298,22,0,12
4298,23,0,12
4298,24,0,12
4301,0,0,24
4301,1,0,24
4301,2,0,24
4301,3,0,24
4301,4,0,24
4301,5,0,24
4301,6,0,24
4301,7,0,24
4301,8,0,24
4301,9,0,24
4301,10,0,24
4301,11,0,24
4301,12,0,24
4301,13,0,24
4301,14,0,24
4301,15,0,24
4301,16,0,24
4301,17,0,24
4301,18,0,24
4301,19,0,24
4301,20,0,24
4301,21,0,24
4301,22,0,24
4301,23,0,24
4301,24,0,24
4302,0,0,10
4302,1,0,10
4302,2,0,10
4302,3,0,10
4302,4,0,10
4302,5,0,10
4302,6,0,10
4302,7,0,10
4302,8,0,10
4302,9,0,10
4302,10,0,10
4302,11,0,10
4302,12,0,10
4302,13,0,10
4302,14,0,10
4302,15,0,10
4302,16,0,10
4302,17,0,10
4302,18,0,10
4302,19,0,10
4302,20,0,10
4302,21,0,10
4302,22,0,10
4302,23,0,10
4302,24,0,10
4305,0,0,12
4305,1,0,12
4305,2,0,12
4305,3,0,12
4305,4,0,12
4305,5,0,12
4305,6,0,12
4305,7,0,12
4305,8,0,12
4305,9,0,12
4305,10,0,12
4305,11,0,12
4305,12,0,12
4305,13,0,12
4305,14,0,12
4305,15,0,12
4305,16,0,12
4305,17,0,12
4305,18,0,12
4305,19,0,12
4305,20,0,12
4305,21,0,12
4305,22,0,12
4305,23,0,12
4305,24,0,12
4308,0,0,15
4308,1,0,15
4308,2,0,15
4308,3,0,15
4308,4,0,15
4308,5,0,15
4308,6,0,15
4308,7,0,15
4308,8,0,15
4308,9,0,15
4308,10,0,15
4308,11,0,15
4308,12,0,15
4308,13,0,15
4308,14,0,15
4308,15,0,15
4308,16,0,15
4308,17,0,15
4308,18,0,15
4308,19,0,15
4308,20,0,15
4308,21,0,15
4308,22,0,15
4308,23,0,15
4308,24,0,15
4309,0,0,9
4309,1,0,9
4309,2,0,9
4309,3,0,9
4309,4,0,9
4309,5,0,9
4309,6,0,9
4309,7,0,9
4309,8,0,9
4309,9,0,9
4309,10,0,9
4309,11,0,9
4309,12,0,9
4309,13,0,9
4309,14,0,9
4309,15,0,9
4309,16,0,9
4309,17,0,9
4309,18,0,9
4309,19,0,9
4309,20,0,9
4309,21,0,9
4309,22,0,9
4309,23,0,9
4309,24,0,9
4312,0,0,24
4312,1,0,24
4312,2,0,24
4312,3,0,24
4312,4,0,24
4312,5,0,24
4312,6,0,24
4312,7,0,24
4312,8,0,24
4312,9,0,24
4312,10,0,24
4312,11,0,24
4312,12,0,24
4312,13,0,24
4312,14,0,24
4312,15,0,24
4312,16,0,24
4312,17,0,24
4312,18,0,24
4312,19,0,24
4312,20,0,24
4312,21,0,24
4312,22,0,24
4312,23,0,24
4312,24,0,24
4314,0,0,24
4314,1,0,24
4314,2,0,24
4314,3,0,24
4314,4,0,24
4314,5,0,24
4314,6,0,24
4314,7,0,24
4314,8,0,24
4314,9,0,24
4314,10,0,24
4314,11,0,24
4314,12,0,24
4314,13,0,24
4314,14,0,24
4314,15,0,24
4314,16,0,24
4314,17,0,24
4314,18,0,24
4314,19,0,24
4314,20,0,24
4314,21,0,24
4314,22,0,24
4314,23,0,24
4314,24,0,24
4316,0,0,24
4316,1,0,24
4316,2,0,24
4316,3,0,24
4316,4,0,24
4316,5,0,24
4316,6,0,24
4316,7,0,24
4316,8,0,24
4316,9,0,24
4316,10,0,24
4316,11,0,24
4316,12,0,24
4316,13,1,24
4316,14,1,24
4316,15,1,24
4316,16,1,24
4316,17,1,24
4316,18,1,24
4316,19,1,24
4316,20,1,24
4316,21,1,24
4316,22,1,24
4316,23,1,24
4316,24,1,24
4317,0,0,12
4317,1,0,12
4317,2,0,12
4317,3,0,12
4317,4,0,12
4317,5,0,12
4317,6,0,12
4317,7,0,12
4317,8,0,12
4317,9,0,12
4317,10,0,12
4317,11,0,12
4317,12,0,12
4317,13,1,12
4317,14,0,12
4317,15,0,12
4317,16,0,12
4317,17,0,12
4317,18,0,12
4317,19,0,12
4317,20,0,12
4317,21,0,12
4317,22,0,12
4317,23,0,12
4317,24,0,12
4319,0,0,18
4319,1,0,18
4319,2,0,18
4319,3,0,18
4319,4,0,18
4319,5,0,18
4319,6,0,18
4319,7,0,18
4319,8,0,18
4319,9,0,18
4319,10,0,18
4319,11,0,18
4319,12,0,18
4319,13,0,18
4319,14,0,18
4319,15,0,18
4319,16,0,18
4319,17,0,18
4319,18,0,18
4319,19,0,18
4319,20,0,18
4319,21,0,18
4319,22,0,18
4319,23,0,18
4319,24,0,18
4327,0,0,12
4327,1,0,12
4327,2,0,12
4327,3,0,12
4327,4,0,12
4327,5,0,12
4327,6,0,12
4327,7,0,12
4327,8,0,12
4327,9,0,12
4327,10,0,12
4327,11,0,12
4327,12,0,12
4327,13,0,12
4327,14,1,12
4327,15,1,12
4327,16,1,12
4327,17,1,12
4327,18,1,12
4327,19,1,12
4327,20,1,12
4327,21,1,12
4327,22,1,12
4327,23,1,12
4327,24,1,12
4328,0,0,24
4328,1,0,24
4328,2,0,24
4328,3,0,24
4328,4,0,24
4328,5,0,24
4328,6,0,24
4328,7,0,24
4328,8,0,24
4328,9,0,24
4328,10,0,24
4328,11,0,24
4328,12,0,24
4328,13,0,24
4328,14,0,24
4328,15,0,24
4328,16,0,24
4328,17,0,24
4328,18,0,24
4328,19,0,24
4328,20,0,24
4328,21,0,24
4328,22,0,24
4328,23,0,24
4328,24,0,24
4329,0,0,12
4329,1,0,12
4329,2,0,12
4329,3,0,12
4329,4,0,12
4329,5,0,12
4329,6,0,12
4329,7,0,12
4329,8,0,12
4329,9,0,12
4329,10,0,12
4329,11,0,12
4329,12,0,12
4329,13,0,12
4329,14,0,12
4329,15,0,12
4329,16,0,12
4329,17,0,12
4329,18,0,12
4329,19,0,12
4329,20,0,12
4329,21,0,12
4329,22,0,12
4329,23,0,12
4329,24,0,12
4330,0,0,12
4330,1,0,12
4330,2,0,12
4330,3,0,12
4330,4,0,12
4330,5,0,12
4330,6,0,12
4330,7,0,12
4330,8,0,12
4330,9,0,12
4330,10,0,12
4330,11,0,12
4330,12,0,12
4330,13,0,12
4330,14,0,12
4330,15,0,12
4330,16,0,12
4330,17,0,12
4330,18,0,12
4330,19,0,12
4330,20,0,12
4330,21,0,12
4330,22,0,12
4330,23,0,12
4330,24,0,12
4337,0,0,24
4337,1,0,24
4337,2,0,24
4337,3,0,24
4337,4,0,24
4337,5,0,24
4337,6,1,24
4337,7,1,24
4337,8,1,24
4337,9,1,24
4337,10,1,24
4337,11,1,24
4337,12,1,24
4337,13,1,24
4337,14,1,24
4337,15,1,24
4337,16,1,24
4337,17,1,24
4337,18,1,24
4337,19,1,24
4337,20,1,24
4337,21,1,24
4337,22,1,24
4337,23,1,24
4337,24,1,24
4338,0,0,18
4338,1,0,18
4338,2,0,18
4338,3,0,18
4338,4,0,18
4338,5,0,18
4338,6,0,18
4338,7,0,18
4338,8,0,18
4338,9,0,18
4338,10,0,18
4338,11,0,18
4338,12,0,18
4338,13,0,18
4338,14,0,18
4338,15,0,18
4338,16,0,18
4338,17,0,18
4338,18,0,18
4338,19,0,18
4338,20,0,18
4338,21,0,18
4338,22,0,18
4338,23,0,18
4338,24,0,18
4339,0,0,12
4339,1,0,12
4339,2,0,12
4339,3,0,12
4339,4,0,12
4339,5,1,12
4339,6,1,12
4339,7,1,12
4339,8,1,12
4339,9,1,12
4339,10,1,12
4339,11,1,12
4339,12,1,12
4339,13,1,12
4339,14,1,12
4339,15,1,12
4339,16,1,12
4339,17,0,12
4339,18,0,12
4339,19,0,12
4339,20,0,12
4339,21,0,12
4339,22,0,12
4339,23,0,12
4339,24,0,12
4341,0,0,12
4341,1,0,12
4341,2,0,12
4341,3,0,12
4341,4,0,12
4341,5,0,12
4341,6,1,12
4341,7,1,12
4341,8,1,12
4341,9,1,12
4341,10,1,12
4341,11,1,12
4341,12,1,12
4341,13,1,12
4341,14,1,12
4341,15,1,12
4341,16,1,12
4341,17,1,12
4341,18,1,12
4341,19,1,12
4341,20,1,12
4341,21,1,12
4341,22,1,12
4341,23,1,12
4341,24,1,12
4344,0,0,24
4344,1,0,24
4344,2,0,24
4344,3,0,24
4344,4,0,24
4344,5,0,24
4344,6,0,24
4344,7,0,24
4344,8,0,24
4344,9,0,24
4344,10,0,24
4344,11,0,24
4344,12,0,24
4344,13,0,24
4344,14,0,24
4344,15,0,24
4344,16,0,24
4344,17,0,24
4344,18,0,24
4344,19,0,24
4344,20,0,24
4344,21,0,24
4344,22,0,24
4344,23,0,24
4344,24,0,24
4345,0,0,24
4345,1,0,24
4345,2,0,24
4345,3,0,24
4345,4,0,24
4345,5,1,24
4345,6,0,24
4345,7,1,24
4345,8,1,24
4345,9,1,24
4345,10,1,24
4345,11,1,24
4345,12,1,24
4345,13,1,24
4345,14,1,24
4345,15,1,24
4345,16,1,24
4345,17,1,24
4345,18,1,24
4345,19,1,24
4345,20,1,24
4345,21,1,24
4345,22,1,24
4345,23,1,24
4345,24,1,24
4346,0,0,24
4346,1,0,24
4346,2,0,24
4346,3,0,24
4346,4,0,24
4346,5,0,24
4346,6,0,24
4346,7,0,24
4346,8,0,24
4346,9,0,24
4346,10,0,24
4346,11,0,24
4346,12,0,24
4346,13,0,24
4346,14,0,24
4346,15,0,24
4346,16,0,24
4346,17,0,24
4346,18,0,24
4346,19,0,24
4346,20,0,24
4346,21,0,24
4346,22,0,24
4346,23,0,24
4346,24,0,24
4347,0,0,24
4347,1,0,24
4347,2,0,24
4347,3,0,24
4347,4,0,24
4347,5,0,24
4347,6,0,24
4347,7,0,24
4347,8,0,24
4347,9,0,24
4347,10,0,24
4347,11,0,24
4347,12,0,24
4347,13,0,24
4347,14,0,24
4347,15,0,24
4347,16,0,24
4347,17,0,24
4347,18,0,24
4347,19,1,24
4347,20,1,24
4347,21,1,24
4347,22,1,24
4347,23,1,24
4347,24,1,24
4348,0,0,18
4348,1,0,18
4348,2,0,18
4348,3,0,18
4348,4,0,18
4348,5,0,18
4348,6,0,18
4348,7,0,18
4348,8,0,18
4348,9,0,18
4348,10,0,18
4348,11,0,18
4348,12,0,18
4348,13,0,18
4348,14,0,18
4348,15,0,18
4348,16,0,18
4348,17,0,18
4348,18,0,18
4348,19,0,18
4348,20,0,18
4348,21,0,18
4348,22,0,18
4348,23,0,18
4348,24,0,18
4350,0,0,24
4350,1,0,24
4350,2,0,24
4350,3,0,24
4350,4,0,24
4350,5,0,24
4350,6,0,24
4350,7,0,24
4350,8,0,24
4350,9,0,24
4350,10,0,24
4350,11,0,24
4350,12,1,24
4350,13,1,24
4350,14,1,24
4350,15,1,24
4350,16,1,24
4350,17,1,24
4350,18,1,24
4350,19,1,24
4350,20,1,24
4350,21,1,24
4350,22,1,24
4350,23,1,24
4350,24,1,24
4355,0,0,24
4355,1,0,24
4355,2,0,24
4355,3,0,24
4355,4,0,24
4355,5,0,24
4355,6,0,24
4355,7,0,24
4355,8,0,24
4355,9,0,24
4355,10,0,24
4355,11,0,24
4355,12,0,24
4355,13,0,24
4355,14,0,24
4355,15,0,24
4355,16,0,24
4355,17,0,24
4355,18,0,24
4355,19,0,24
4355,20,0,24
4355,21,0,24
4355,22,0,24
4355,23,0,24
4355,24,0,24
4356,0,0,24
4356,1,0,24
4356,2,0,24
4356,3,0,24
4356,4,0,24
4356,5,0,24
4356,6,0,24
4356,7,0,24
4356,8,0,24
4356,9,0,24
4356,10,0,24
4356,11,0,24
4356,12,0,24
4356,13,0,24
4356,14,0,24
4356,15,0,24
4356,16,0,24
4356,17,0,24
4356,18,0,24
4356,19,0,24
4356,20,0,24
4356,21,0,24
4356,22,0,24
4356,23,0,24
4356,24,0,24
4358,0,0,24
4358,1,0,24
4358,2,0,24
4358,3,0,24
4358,4,0,24
4358,5,0,24
4358,6,0,24
4358,7,0,24
4358,8,0,24
4358,9,0,24
4358,10,0,24
4358,11,0,24
4358,12,0,24
4358,13,0,24
4358,14,0,24
4358,15,0,24
4358,16,0,24
4358,17,0,24
4358,18,0,24
4358,19,0,24
4358,20,0,24
4358,21,0,24
4358,22,0,24
4358,23,0,24
4358,24,0,24
4361,0,0,24
4361,1,0,24
4361,2,0,24
4361,3,0,24
4361,4,0,24
4361,5,0,24
4361,6,0,24
4361,7,0,24
4361,8,0,24
4361,9,0,24
4361,10,0,24
4361,11,0,24
4361,12,0,24
4361,13,0,24
4361,14,0,24
4361,15,0,24
4361,16,0,24
4361,17,0,24
4361,18,0,24
4361,19,0,24
4361,20,0,24
4361,21,0,24
4361,22,0,24
4361,23,0,24
4361,24,0,24
4362,0,0,12
4362,1,0,12
4362,2,0,12
4362,3,0,12
4362,4,0,12
4362,5,0,12
4362,6,0,12
4362,7,0,12
4362,8,0,12
4362,9,0,12
4362,10,0,12
4362,11,0,12
4362,12,0,12
4362,13,0,12
4362,14,0,12
4362,15,0,12
4362,16,0,12
4362,17,0,12
4362,18,0,12
4362,19,0,12
4362,20,0,12
4362,21,0,12
4362,22,0,12
4362,23,0,12
4362,24,0,12
4365,0,0,12
4365,1,0,12
4365,2,0,12
4365,3,0,12
4365,4,0,12
4365,5,0,12
4365,6,0,12
4365,7,0,12
4365,8,0,12
4365,9,0,12
4365,10,0,12
4365,11,0,12
4365,12,0,12
4365,13,0,12
4365,14,0,12
4365,15,0,12
4365,16,0,12
4365,17,0,12
4365,18,0,12
4365,19,0,12
4365,20,0,12
4365,21,0,12
4365,22,0,12
4365,23,0,12
4365,24,0,12
4366,0,0,12
4366,1,0,12
4366,2,0,12
4366,3,0,12
4366,4,0,12
4366,5,0,12
4366,6,0,12
4366,7,0,12
4366,8,0,12
4366,9,0,12
4366,10,0,12
4366,11,0,12
4366,12,0,12
4366,13,0,12
4366,14,0,12
4366,15,0,12
4366,16,0,12
4366,17,0,12
4366,18,0,12
4366,19,0,12
4366,20,0,12
4366,21,0,12
4366,22,0,12
4366,23,0,12
4366,24,0,12
4367,0,0,12
4367,1,0,12
4367,2,0,12
4367,3,0,12
4367,4,0,12
4367,5,0,12
4367,6,0,12
4367,7,0,12
4367,8,0,12
4367,9,0,12
4367,10,0,12
4367,11,0,12
4367,12,0,12
4367,13,0,12
4367,14,0,12
4367,15,0,12
4367,16,0,12
4367,17,0,12
4367,18,0,12
4367,19,0,12
4367,20,0,12
4367,21,0,12
4367,22,0,12
4367,23,0,12
4367,24,0,12
4369,0,0,24
4369,1,0,24
4369,2,0,24
4369,3,0,24
4369,4,0,24
4369,5,0,24
4369,6,0,24
4369,7,0,24
4369,8,0,24
4369,9,0,24
4369,10,0,24
4369,11,0,24
4369,12,0,24
4369,13,1,24
4369,14,1,24
4369,15,1,24
4369,16,1,24
4369,17,1,24
4369,18,1,24
4369,19,1,24
4369,20,1,24
4369,21,1,24
4369,22,1,24
4369,23,1,24
4369,24,1,24
4372,0,0,18
4372,1,0,18
4372,2,0,18
4372,3,0,18
4372,4,0,18
4372,5,0,18
4372,6,0,18
4372,7,0,18
4372,8,0,18
4372,9,0,18
4372,10,0,18
4372,11,0,18
4372,12,0,18
4372,13,0,18
4372,14,0,18
4372,15,0,18
4372,16,0,18
4372,17,0,18
4372,18,0,18
4372,19,0,18
4372,20,0,18
4372,21,0,18
4372,22,0,18
4372,23,0,18
4372,24,0,18
4374,0,0,24
4374,1,0,24
4374,2,0,24
4374,3,0,24
4374,4,0,24
4374,5,0,24
4374,6,0,24
4374,7,0,24
4374,8,0,24
4374,9,0,24
4374,10,0,24
4374,11,0,24
4374,12,0,24
4374,13,0,24
4374,14,0,24
4374,15,0,24
4374,16,0,24
4374,17,0,24
4374,18,0,24
4374,19,0,24
4374,20,1,24
4374,21,1,24
4374,22,1,24
4374,23,1,24
4374,24,1,24
4375,0,0,12
4375,1,0,12
4375,2,0,12
4375,3,0,12
4375,4,0,12
4375,5,0,12
4375,6,0,12
4375,7,0,12
4375,8,0,12
4375,9,0,12
4375,10,0,12
4375,11,0,12
4375,12,0,12
4375,13,0,12
4375,14,0,12
4375,15,0,12
4375,16,0,12
4375,17,0,12
4375,18,0,12
4375,19,0,12
4375,20,0,12
4375,21,0,12
4375,22,0,12
4375,23,0,12
4375,24,0,12
4376,0,0,12
4376,1,0,12
4376,2,0,12
4376,3,0,12
4376,4,0,12
4376,5,0,12
4376,6,0,12
4376,7,0,12
4376,8,0,12
4376,9,0,12
4376,10,0,12
4376,11,0,12
4376,12,0,12
4376,13,0,12
4376,14,0,12
4376,15,0,12
4376,16,0,12
4376,17,0,12
4376,18,0,12
4376,19,0,12
4376,20,0,12
4376,21,0,12
4376,22,0,12
4376,23,0,12
4376,24,0,12
4377,0,0,24
4377,1,0,24
4377,2,0,24
4377,3,0,24
4377,4,0,24
4377,5,0,24
4377,6,0,24
4377,7,0,24
4377,8,0,24
4377,9,0,24
4377,10,0,24
4377,11,0,24
4377,12,0,24
4377,13,0,24
4377,14,0,24
4377,15,0,24
4377,16,0,24
4377,17,0,24
4377,18,0,24
4377,19,0,24
4377,20,0,24
4377,21,0,24
4377,22,0,24
4377,23,0,24
4377,24,0,24
4379,0,0,12
4379,1,0,12
4379,2,0,12
4379,3,0,12
4379,4,0,12
4379,5,0,12
4379,6,0,12
4379,7,0,12
4379,8,0,12
4379,9,0,12
4379,10,0,12
4379,11,0,12
4379,12,0,12
4379,13,0,12
4379,14,0,12
4379,15,0,12
4379,16,0,12
4379,17,0,12
4379,18,0,12
4379,19,0,12
4379,20,0,12
4379,21,0,12
4379,22,0,12
4379,23,0,12
4379,24,0,12
4380,0,0,12
4380,1,0,12
4380,2,0,12
4380,3,0,12
4380,4,0,12
4380,5,0,12
4380,6,0,12
4380,7,0,12
4380,8,0,12
4380,9,0,12
4380,10,0,12
4380,11,0,12
4380,12,0,12
4380,13,0,12
4380,14,0,12
4380,15,0,12
4380,16,0,12
4380,17,0,12
4380,18,0,12
4380,19,0,12
4380,20,0,12
4380,21,0,12
4380,22,0,12
4380,23,0,12
4380,24,0,12
4385,0,0,18
4385,1,0,18
4385,2,0,18
4385,3,0,18
4385,4,0,18
4385,5,0,18
4385,6,0,18
4385,7,0,18
4385,8,0,18
4385,9,0,18
4385,10,0,18
4385,11,0,18
4385,12,0,18
4385,13,0,18
4385,14,0,18
4385,15,0,18
4385,16,0,18
4385,17,0,18
4385,18,0,18
4385,19,0,18
4385,20,0,18
4385,21,0,18
4385,22,0,18
4385,23,0,18
4385,24,0,18
4388,0,0,12
4388,1,0,12
4388,2,0,12
4388,3,0,12
4388,4,0,12
4388,5,0,12
4388,6,0,12
4388,7,0,12
4388,8,0,12
4388,9,0,12
4388,10,0,12
4388,11,0,12
4388,12,0,12
4388,13,0,12
4388,14,0,12
4388,15,0,12
4388,16,0,12
4388,17,0,12
4388,18,0,12
4388,19,0,12
4388,20,0,12
4388,21,0,12
4388,22,0,12
4388,23,0,12
4388,24,0,12
4389,0,0,24
4389,1,0,24
4389,2,0,24
4389,3,0,24
4389,4,0,24
4389,5,0,24
4389,6,0,24
4389,7,0,24
4389,8,0,24
4389,9,0,24
4389,10,0,24
4389,11,0,24
4389,12,0,24
4389,13,0,24
4389,14,0,24
4389,15,0,24
4389,16,0,24
4389,17,0,24
4389,18,0,24
4389,19,0,24
4389,20,0,24
4389,21,0,24
4389,22,0,24
4389,23,0,24
4389,24,0,24
4391,0,0,24
4391,1,0,24
4391,2,0,24
4391,3,0,24
4391,4,0,24
4391,5,0,24
4391,6,0,24
4391,7,0,24
4391,8,0,24
4391,9,0,24
4391,10,0,24
4391,11,0,24
4391,12,0,24
4391,13,0,24
4391,14,0,24
4391,15,0,24
4391,16,0,24
4391,17,1,24
4391,18,1,24
4391,19,1,24
4391,20,1,24
4391,21,1,24
4391,22,1,24
4391,23,1,24
4391,24,1,24
4392,0,0,24
4392,1,0,24
4392,2,0,24
4392,3,0,24
4392,4,0,24
4392,5,0,24
4392,6,0,24
4392,7,0,24
4392,8,1,24
4392,9,1,24
4392,10,1,24
4392,11,1,24
4392,12,1,24
4392,13,1,24
4392,14,1,24
4392,15,1,24
4392,16,1,24
4392,17,1,24
4392,18,1,24
4392,19,1,24
4392,20,1,24
4392,21,1,24
4392,22,1,24
4392,23,1,24
4392,24,1,24
4393,0,0,24
4393,1,0,24
4393,2,0,24
4393,3,0,24
4393,4,0,24
4393,5,0,24
4393,6,0,24
4393,7,0,24
4393,8,0,24
4393,9,0,24
4393,10,0,24
4393,11,0,24
4393,12,0,24
4393,13,0,24
4393,14,0,24
4393,15,0,24
4393,16,0,24
4393,17,0,24
4393,18,0,24
4393,19,0,24
4393,20,0,24
4393,21,0,24
4393,22,0,24
4393,23,0,24
4393,24,0,24
4396,0,0,24
4396,1,0,24
4396,2,0,24
4396,3,0,24
4396,4,1,24
4396,5,1,24
4396,6,1,24
4396,7,1,24
4396,8,1,24
4396,9,1,24
4396,10,1,24
4396,11,1,24
4396,12,1,24
4396,13,1,24
4396,14,1,24
4396,15,1,24
4396,16,1,24
4396,17,1,24
4396,18,1,24
4396,19,1,24
4396,20,1,24
4396,21,1,24
4396,22,1,24
4396,23,1,24
4396,24,1,24
4401,0,0,24
4401,1,0,24
4401,2,0,24
4401,3,0,24
4401,4,0,24
4401,5,0,24
4401,6,0,24
4401,7,0,24
4401,8,0,24
4401,9,0,24
4401,10,0,24
4401,11,0,24
4401,12,0,24
4401,13,0,24
4401,14,0,24
4401,15,0,24
4401,16,0,24
4401,17,0,24
4401,18,0,24
4401,19,0,24
4401,20,0,24
4401,21,0,24
4401,22,0,24
4401,23,0,24
4401,24,0,24
4404,0,0,24
4404,1,0,24
4404,2,0,24
4404,3,0,24
4404,4,1,24
4404,5,1,24
4404,6,1,24
4404,7,1,24
4404,8,1,24
4404,9,1,24
4404,10,1,24
4404,11,1,24
4404,12,1,24
4404,13,1,24
4404,14,1,24
4404,15,1,24
4404,16,1,24
4404,17,1,24
4404,18,1,24
4404,19,1,24
4404,20,1,24
4404,21,1,24
4404,22,1,24
4404,23,1,24
4404,24,1,24
4407,0,0,18
4407,1,0,18
4407,2,0,18
4407,3,0,18
4407,4,1,18
4407,5,1,18
4407,6,0,18
4407,7,0,18
4407,8,0,18
4407,9,0,18
4407,10,0,18
4407,11,1,18
4407,12,1,18
4407,13,1,18
4407,14,1,18
4407,15,1,18
4407,16,1,18
4407,17,1,18
4407,18,1,18
4407,19,1,18
4407,20,1,18
4407,21,1,18
4407,22,1,18
4407,23,1,18
4407,24,1,18
4408,0,0,12
4408,1,0,12
4408,2,0,12
4408,3,0,12
4408,4,0,12
4408,5,0,12
4408,6,0,12
4408,7,0,12
4408,8,0,12
4408,9,0,12
4408,10,0,12
4408,11,0,12
4408,12,0,12
4408,13,0,12
4408,14,0,12
4408,15,0,12
4408,16,0,12
4408,17,0,12
4408,18,0,12
4408,19,0,12
4408,20,0,12
4408,21,0,12
4408,22,0,12
4408,23,0,12
4408,24,0,12
4409,0,0,12
4409,1,0,12
4409,2,0,12
4409,3,0,12
4409,4,0,12
4409,5,0,12
4409,6,0,12
4409,7,0,12
4409,8,0,12
4409,9,0,12
4409,10,0,12
4409,11,0,12
4409,12,0,12
4409,13,0,12
4409,14,0,12
4409,15,0,12
4409,16,0,12
4409,17,0,12
4409,18,0,12
4409,19,0,12
4409,20,0,12
4409,21,0,12
4409,22,0,12
4409,23,0,12
4409,24,0,12
4411,0,0,24
4411,1,0,24
4411,2,0,24
4411,3,0,24
4411,4,0,24
4411,5,0,24
4411,6,0,24
4411,7,0,24
4411,8,0,24
4411,9,0,24
4411,10,0,24
4411,11,0,24
4411,12,0,24
4411,13,0,24
4411,14,0,24
4411,15,0,24
4411,16,0,24
4411,17,1,24
4411,18,1,24
4411,19,1,24
4411,20,1,24
4411,21,1,24
4411,22,1,24
4411,23,1,24
4411,24,1,24
4416,0,0,24
4416,1,0,24
4416,2,0,24
4416,3,0,24
4416,4,0,24
4416,5,0,24
4416,6,0,24
4416,7,0,24
4416,8,0,24
4416,9,0,24
4416,10,0,24
4416,11,0,24
4416,12,0,24
4416,13,0,24
4416,14,0,24
4416,15,0,24
4416,16,0,24
4416,17,0,24
4416,18,0,24
4416,19,0,24
4416,20,0,24
4416,21,0,24
4416,22,0,24
4416,23,0,24
4416,24,0,24
4418,0,0,24
4418,1,0,24
4418,2,0,24
4418,3,0,24
4418,4,0,24
4418,5,0,24
4418,6,0,24
4418,7,0,24
4418,8,0,24
4418,9,0,24
4418,10,0,24
4418,11,0,24
4418,12,0,24
4418,13,0,24
4418,14,0,24
4418,15,0,24
4418,16,0,24
4418,17,0,24
4418,18,0,24
4418,19,0,24
4418,20,0,24
4418,21,0,24
4418,22,0,24
4418,23,0,24
4418,24,0,24
4420,0,0,24
4420,1,0,24
4420,2,0,24
4420,3,0,24
4420,4,0,24
4420,5,0,24
4420,6,0,24
4420,7,0,24
4420,8,0,24
4420,9,0,24
4420,10,0,24
4420,11,0,24
4420,12,0,24
4420,13,0,24
4420,14,0,24
4420,15,0,24
4420,16,0,24
4420,17,0,24
4420,18,0,24
4420,19,0,24
4420,20,0,24
4420,21,0,24
4420,22,0,24
4420,23,0,24
4420,24,0,24
4422,0,0,18
4422,1,0,18
4422,2,0,18
4422,3,0,18
4422,4,0,18
4422,5,0,18
4422,6,0,18
4422,7,0,18
4422,8,0,18
4422,9,0,18
4422,10,0,18
4422,11,0,18
4422,12,0,18
4422,13,0,18
4422,14,0,18
4422,15,0,18
4422,16,0,18
4422,17,0,18
4422,18,0,18
4422,19,0,18
4422,20,0,18
4422,21,0,18
4422,22,0,18
4422,23,0,18
4422,24,0,18
4424,0,0,24
4424,1,0,24
